===== Simulator configuration =====
BLOCKSIZE:             32
L1_SIZE:               32768
L1_ASSOC:              4
L1_PREF_N:             0
L1_PREF_M:             0
L2_SIZE:               131072
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	2002b D	  2002a D	  20018 D	  20022 D	  
Set	413:	1000c D	  10014  	  10013 D	  10010  	  0  	  0  	  0  	  0  	  
Set	414:	1000c D	  10014  	  10010  	  10013 D	  0  	  0  	  0  	  0  	  
Set	415:	10014 D	  1000c D	  10010  	  10013 D	  10000  	  0  	  0  	  0  	  
Set	416:	10014 D	  1000b  	  10010 D	  1000c D	  10013 D	  10000  	  0  	  0  	  
Set	417:	1000c D	  10014  	  10013 D	  10010  	  0  	  0  	  0  	  0  	  
Set	418:	10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  
Set	419:	10014 D	  1000b  	  10010 D	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	420:	10014 D	  10010 D	  1000c D	  1000b D	  10013 D	  0  	  0  	  0  	  
Set	421:	1000b  	  10007  	  10014 D	  10010 D	  1000c D	  10013 D	  0  	  0  	  
Set	422:	10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  
Set	423:	10007  	  10014 D	  1000c D	  1000b  	  10010  	  10013 D	  0  	  0  	  
Set	424:	10014 D	  10007  	  10010 D	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	425:	10007  	  10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  
Set	426:	10007  	  10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  
Set	427:	10014 D	  10009  	  10010 D	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	428:	10014 D	  10009  	  10010 D	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	429:	10009  	  10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  
Set	430:	10009  	  10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  
Set	431:	10009  	  10010 D	  1000c D	  10014  	  10013 D	  1000b  	  0  	  0  	  
Set	432:	10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  
Set	433:	10007  	  10009  	  10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  
Set	434:	10009  	  10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  
Set	435:	1000c D	  10014  	  10013 D	  10010  	  0  	  0  	  0  	  0  	  
Set	436:	10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  
Set	437:	10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  0  	  
Set	438:	1000c D	  10014  	  10013 D	  10010  	  0  	  0  	  0  	  0  	  
Set	439:	1000d  	  10014 D	  1000b D	  10010 D	  1000c D	  10013 D	  0  	  0  	  
Set	440:	1000b  	  10014 D	  10010 D	  1000d D	  1000c D	  10013 D	  10011  	  0  	  
Set	441:	1000b  	  10010 D	  1000c D	  10014  	  10013 D	  10011  	  0  	  0  	  
Set	442:	10010 D	  1000c D	  10014  	  10013 D	  10011  	  0  	  0  	  0  	  
Set	443:	1000b D	  10010 D	  10014  	  1000c D	  10013 D	  10011 D	  10008 D	  0  	  
Set	444:	1000b D	  10010 D	  10014  	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	445:	1000b D	  10010 D	  10014  	  1000c D	  10013 D	  10008 D	  0  	  0  	  
Set	446:	1000b D	  10010 D	  10014  	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	447:	1000b D	  10010 D	  10014  	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	448:	1000b D	  10010 D	  10014  	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	449:	1000b D	  10010 D	  10014  	  1000c D	  10013 D	  37d  	  0  	  0  	  
Set	450:	1000b D	  10010 D	  10014  	  1000c D	  10013 D	  0  	  0  	  0  	  
Set	451:	10014 D	  1000b D	  10010 D	  1000d  	  1000c D	  10013 D	  0  	  0  	  
Set	452:	1000b D	  10010 D	  1000c D	  10014  	  10013 D	  10008 D	  0  	  0  	  
Set	453:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  0  	  0  	  0  	  
Set	454:	10014 D	  1000b D	  1000d D	  10010 D	  1000c D	  10013 D	  0  	  0  	  
Set	455:	1000b D	  10010 D	  1000c D	  10014  	  10013 D	  10000  	  0  	  0  	  
Set	456:	10014 D	  1000f  	  1000b D	  1ec0c  	  10010 D	  1000c D	  10013 D	  10000  	  
Set	457:	1ec0c  	  1000b D	  10010 D	  1000c D	  10014  	  10013 D	  1000f D	  1000d D	  
Set	458:	1000f  	  10014 D	  10010 D	  1000c D	  1000b  	  10013 D	  0  	  0  	  
Set	459:	1000b D	  10010 D	  1ec0c D	  1000c D	  10014  	  10013 D	  10008 D	  0  	  
Set	460:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  10011  	  0  	  0  	  
Set	461:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  0  	  0  	  0  	  
Set	462:	1000b D	  10010 D	  1000f  	  1000c D	  10014  	  10013 D	  0  	  0  	  
Set	463:	1000b D	  10010 D	  1000f  	  1000c D	  10014  	  1ec0c D	  10013 D	  0  	  
Set	464:	10014 D	  1000b D	  1ec0c D	  10010 D	  1000f  	  1000c D	  10013 D	  0  	  
Set	465:	1000b D	  10010 D	  1000f  	  1000c D	  10014  	  10013 D	  0  	  0  	  
Set	466:	1000b D	  10010 D	  1000f  	  1000c D	  10014  	  10013 D	  10008 D	  0  	  
Set	467:	10014 D	  1000d  	  1000b D	  1000f  	  10010 D	  1000c D	  10013 D	  10008  	  
Set	468:	1000f D	  1000b D	  10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  
Set	469:	1000b D	  10010 D	  1000c D	  10014  	  10013 D	  0  	  0  	  0  	  
Set	470:	1000b D	  10010 D	  1000c D	  10014  	  10013 D	  10008 D	  1000f  	  0  	  
Set	471:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  1ec0c D	  0  	  0  	  
Set	472:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  0  	  0  	  0  	  
Set	473:	1000b D	  1000f  	  10010 D	  1000c D	  10014  	  10013 D	  10008 D	  0  	  
Set	474:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  108eb  	  0  	  0  	  
Set	475:	1000b D	  10010 D	  1000c D	  10014  	  10013 D	  10008 D	  0  	  0  	  
Set	476:	1000d D	  10014 D	  1000f D	  1000b D	  10010 D	  1000c D	  1ec0c D	  10013 D	  
Set	477:	10014 D	  1000b D	  1000d  	  10010 D	  1000c D	  1000f D	  10013 D	  1ec0c D	  
Set	478:	10014 D	  1000f  	  1000b D	  10010 D	  1000c D	  10013 D	  1ec0c D	  108eb  	  
Set	479:	10014 D	  1000b D	  10010 D	  1000c D	  10013 D	  1ec0c D	  37d  	  108eb  	  
Set	480:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  0  	  0  	  0  	  
Set	481:	1000b D	  1000c D	  10010 D	  10014  	  10013 D	  0  	  0  	  0  	  
Set	482:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  37d  	  0  	  0  	  
Set	483:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  0  	  0  	  0  	  
Set	484:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  10008  	  0  	  0  	  
Set	485:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  108eb  	  0  	  0  	  
Set	486:	10010 D	  10014  	  1000c D	  1000f  	  1000b  	  10013 D	  108eb  	  0  	  
Set	487:	10010 D	  10014  	  1000c D	  1000f  	  1000b  	  10013 D	  108eb D	  0  	  
Set	488:	10010 D	  1000f  	  1000c D	  10014  	  1000b  	  108eb  	  37d  	  0  	  
Set	489:	1000b D	  1000c D	  10010 D	  1000f  	  10014  	  10013 D	  108eb  	  0  	  
Set	490:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  108eb D	  0  	  0  	  
Set	491:	1000c D	  10014  	  1000b  	  10010  	  10013 D	  108eb D	  0  	  0  	  
Set	492:	10010 D	  1000f  	  1000c D	  10014  	  1000b  	  10013 D	  108eb D	  0  	  
Set	493:	1000f  	  10010 D	  1000c D	  10014  	  1000b  	  10013 D	  108eb  	  0  	  
Set	494:	1000c D	  10014  	  1000b  	  10010  	  10013 D	  37d  	  108e7  	  0  	  
Set	495:	1000c D	  10014  	  1000b  	  10010  	  10013 D	  0  	  0  	  0  	  
Set	496:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  0  	  0  	  0  	  
Set	497:	1000c D	  10014  	  1000b  	  10010  	  10013 D	  0  	  0  	  0  	  
Set	498:	1000c D	  10014  	  1000b  	  10013 D	  10010  	  0  	  0  	  0  	  
Set	499:	1000c D	  10014  	  1000b  	  10013 D	  10010  	  37d  	  0  	  0  	  
Set	500:	10011  	  1000b D	  10010 D	  1000c D	  10014  	  10013 D	  108eb  	  0  	  
Set	501:	10011  	  1000b D	  10010 D	  1000c D	  10014  	  10013 D	  108eb D	  0  	  
Set	502:	10011  	  10014 D	  1000b D	  1000f  	  10010 D	  1000c D	  10013 D	  108eb  	  
Set	503:	10011  	  1000b D	  10010 D	  1000c D	  10014  	  10013 D	  108eb  	  0  	  
Set	504:	10011  	  1000b D	  10010 D	  10014  	  10013 D	  1000c  	  0  	  0  	  
Set	505:	10011  	  10010 D	  1000c D	  10014  	  1000b  	  10013 D	  37d  	  0  	  
Set	506:	10011  	  1000b D	  10010 D	  1000c D	  10014  	  10013 D	  1000d  	  108eb  	  
Set	507:	10011  	  10010 D	  1000c D	  10014  	  1000b  	  10013 D	  108eb  	  0  	  
Set	508:	10011  	  10014 D	  1000b D	  10010 D	  1000c D	  10013 D	  37d  	  0  	  
Set	509:	10010 D	  1000c D	  10014  	  1000b  	  10013 D	  0  	  0  	  0  	  
Set	510:	1000c D	  10014  	  1000b  	  10010  	  1000d D	  10013 D	  0  	  0  	  
Set	511:	1000c D	  10014  	  1000b  	  10013 D	  10010  	  37d  	  0  	  0  	  
===== Simulation results (raw) =====
a. number of L1 reads:                 63640
b. number of L1 read misses:           570
c. number of L1 writes:                36360
d. number of L1 write misses:          2070
e. L1 miss rate:                       0.026400
f. number of L1 writebacks:            1236
g. number of L1 prefetches:            0
h. number of L2 reads that did not originate from L1 prefetches:	2640
i. number of L2 read misses that did not originate from L1 prefetches:	2582
j. number of L2 reads that originated from L1 prefetches:		0
k. number of L2 read misses that originated from L1 prefetches:	0
l. number of L2 writes:		            1236
m. number of L2 write misses:          0
n. L2 miss rate:                      0.978030
o. number of L2 writebacks:            0
p. number of L2 prefetches:	          0
q. total memory traffic:             2582
