===== Simulator configuration =====
BLOCKSIZE:             32
L1_SIZE:               131072
L1_ASSOC:              4
L1_PREF_N:             0
L1_PREF_M:             0
L2_SIZE:               131072
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	8006 D	  800a D	  1bf  	  0  	  
Set	289:	1000f  	  10013  	  108eb  	  1004d  	  0  	  0  	  0  	  0  	  
Set	290:	1000f  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	291:	1000f  	  10013  	  10000  	  108eb  	  0  	  0  	  0  	  0  	  
Set	292:	1000f  	  1000c  	  10013  	  1004d  	  10000  	  108eb  	  0  	  0  	  
Set	293:	1000d  	  1000f  	  1000c  	  10013  	  108eb  	  10000  	  0  	  0  	  
Set	294:	1000d  	  1000f  	  1000c  	  10013  	  1004d  	  0  	  0  	  0  	  
Set	295:	1000d  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	296:	1000d  	  1000f  	  1000c  	  10013  	  1004d  	  0  	  0  	  0  	  
Set	297:	1000d  	  1000f  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	298:	1000d  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	299:	1000d  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	300:	1000a  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	301:	1000d  	  10013  	  1000a  	  0  	  0  	  0  	  0  	  0  	  
Set	302:	1000d  	  10013  	  10000  	  0  	  0  	  0  	  0  	  0  	  
Set	303:	10013  	  1000f  	  1000d  	  10000  	  0  	  0  	  0  	  0  	  
Set	304:	1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	305:	1000a  	  1000f  	  1000c  	  10013  	  10000  	  0  	  0  	  0  	  
Set	306:	1000f  	  10013  	  10010  	  1000c  	  0  	  0  	  0  	  0  	  
Set	307:	1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	308:	1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	309:	1000c  	  10013  	  10010  	  0  	  0  	  0  	  0  	  0  	  
Set	310:	10013  	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	311:	10013  	  10011  	  37e  	  10000  	  0  	  0  	  0  	  0  	  
Set	312:	10013  	  10011  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	313:	1000c  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	314:	10013  	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	315:	10013  	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	316:	1000c  	  10013  	  1000a  	  0  	  0  	  0  	  0  	  0  	  
Set	317:	1000d  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	318:	1000d  	  10013  	  1000a  	  10000  	  1004d  	  0  	  0  	  0  	  
Set	319:	1000e  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	320:	1000f  	  10013  	  1000a  	  1004d  	  0  	  0  	  0  	  0  	  
Set	321:	1000d  	  1000f  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	322:	10013  	  10000  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	323:	10013  	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	324:	10013  	  10010  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	325:	10013  	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	326:	10013  	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	327:	10013  	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	328:	10013  	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	329:	10013  	  0  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	330:	10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	331:	10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	332:	1000f  	  10010  	  1000c  	  10013  	  10000  	  0  	  0  	  0  	  
Set	333:	10010  	  10013  	  37e  	  0  	  0  	  0  	  0  	  0  	  
Set	334:	10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	335:	10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	336:	10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	337:	10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	338:	10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	339:	10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	340:	10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	341:	10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	342:	10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	343:	10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	344:	10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	345:	1000d  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	346:	1000d  	  10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	347:	1000d  	  10010  	  1000c  	  10013  	  108eb  	  0  	  0  	  0  	  
Set	348:	1000d  	  10010  	  10013  	  1000f  	  108eb  	  0  	  0  	  0  	  
Set	349:	1000d  	  10010  	  10013  	  1000f  	  108eb  	  0  	  0  	  0  	  
Set	350:	10010  	  1000f  	  10013  	  108d4  	  0  	  0  	  0  	  0  	  
Set	351:	10010  	  10013  	  1000f  	  108d4  	  108eb  	  0  	  0  	  0  	  
Set	352:	10010  	  10013  	  1000f  	  108eb  	  0  	  0  	  0  	  0  	  
Set	353:	10010  	  10013  	  1000f  	  108eb  	  0  	  0  	  0  	  0  	  
Set	354:	10010  	  10013  	  1000f  	  108eb  	  0  	  0  	  0  	  0  	  
Set	355:	10010  	  1000f  	  10013  	  1000c  	  108eb  	  0  	  0  	  0  	  
Set	356:	10010  	  1000f  	  10013  	  108eb  	  0  	  0  	  0  	  0  	  
Set	357:	10010  	  1000c  	  10013  	  1000f  	  10008  	  0  	  0  	  0  	  
Set	358:	10010  	  1000f  	  10013  	  10008  	  0  	  0  	  0  	  0  	  
Set	359:	1000f  	  10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	360:	10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	361:	10010  	  10013  	  1000c  	  0  	  0  	  0  	  0  	  0  	  
Set	362:	10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	363:	10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	364:	10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	365:	10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  0  	  
Set	366:	1000d  	  10010  	  10013  	  1000c  	  0  	  0  	  0  	  0  	  
Set	367:	1000d  	  10010  	  10013  	  10008  	  0  	  0  	  0  	  0  	  
Set	368:	10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	369:	1000d  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	370:	1000f  	  10014  	  10010  	  1000c  	  10013  	  10008  	  0  	  0  	  
Set	371:	10014  	  10010  	  10013  	  10008  	  0  	  0  	  0  	  0  	  
Set	372:	10014  	  10010  	  1000c  	  10013  	  10008  	  0  	  0  	  0  	  
Set	373:	10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	374:	10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	375:	10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	376:	1000f  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	377:	10007  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	378:	10007  	  10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  
Set	379:	10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	380:	10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	381:	10007  	  10014  	  10010  	  10013  	  37e  	  0  	  0  	  0  	  
Set	382:	10007  	  10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  
Set	383:	1000c  	  10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  
Set	384:	1000c  	  10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  
Set	385:	1000c  	  1000f  	  10014  	  10010  	  10013  	  0  	  0  	  0  	  
Set	386:	1000c  	  10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  
Set	387:	10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	388:	10014  	  10010  	  10013  	  10007  	  0  	  0  	  0  	  0  	  
Set	389:	10014  	  10010  	  10013  	  10007  	  0  	  0  	  0  	  0  	  
Set	390:	10014  	  10010  	  10013  	  10007  	  0  	  0  	  0  	  0  	  
Set	391:	10014  	  10010  	  10013  	  10007  	  0  	  0  	  0  	  0  	  
Set	392:	10014  	  10010  	  10013  	  10007  	  0  	  0  	  0  	  0  	  
Set	393:	10014  	  10010  	  10013  	  0  	  0  	  0  	  0  	  0  	  
Set	394:	10014  	  10010  	  10013  	  10007  	  0  	  0  	  0  	  0  	  
Set	395:	10014  	  10010  	  1000c  	  10013  	  37e  	  0  	  0  	  0  	  
Set	396:	10014  	  10010  	  10013  	  10007  	  1000c  	  0  	  0  	  0  	  
Set	397:	10014  	  10010  	  10013  	  10007  	  1000c  	  0  	  0  	  0  	  
Set	398:	10014  	  10010  	  1000c  	  10013  	  10007  	  37e  	  0  	  0  	  
Set	399:	1000f  	  10014  	  10010  	  1000c  	  10013  	  37e  	  0  	  0  	  
Set	400:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	401:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	402:	10014  	  10010  	  1000c  	  10013  	  108eb  	  0  	  0  	  0  	  
Set	403:	10014  	  10010  	  1000c  	  10013  	  108eb  	  0  	  0  	  0  	  
Set	404:	10007  	  10014  	  10010  	  1000c  	  10013  	  108eb  	  0  	  0  	  
Set	405:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	406:	10014  	  10010  	  1000c  	  10013  	  10007  	  108eb  	  0  	  0  	  
Set	407:	10014  	  10010  	  1000c  	  10013  	  10007  	  0  	  0  	  0  	  
Set	408:	10007  	  1000b  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  
Set	409:	10007  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	410:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	411:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	412:	10014  	  10010  	  1000c  	  10013  	  1000b  	  0  	  0  	  0  	  
Set	413:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	414:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	415:	10014  	  10010  	  1000c  	  10000  	  10013  	  0  	  0  	  0  	  
Set	416:	1000b  	  10014  	  10010  	  1000c  	  10000  	  10013  	  0  	  0  	  
Set	417:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	418:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	419:	1000b  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	420:	10014  	  10010  	  1000c  	  10013  	  1000b  	  0  	  0  	  0  	  
Set	421:	1000b  	  10007  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  
Set	422:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	423:	1000b  	  10014  	  10010  	  1000c  	  10013  	  10007  	  0  	  0  	  
Set	424:	10007  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	425:	10007  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	426:	10007  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	427:	10009  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	428:	10009  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	429:	10009  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	430:	10009  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	431:	10009  	  10014  	  10010  	  1000c  	  10013  	  1000b  	  0  	  0  	  
Set	432:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	433:	10007  	  10009  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  
Set	434:	10009  	  10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	435:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	436:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	437:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	438:	10014  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  0  	  
Set	439:	1000d  	  10014  	  10010  	  1000c  	  10013  	  1000b  	  0  	  0  	  
Set	440:	1000b  	  10014  	  10010  	  1000c  	  1000d  	  10011  	  10013  	  0  	  
Set	441:	1000b  	  10014  	  10010  	  1000c  	  10011  	  10013  	  0  	  0  	  
Set	442:	10014  	  10010  	  1000c  	  10013  	  10011  	  0  	  0  	  0  	  
Set	443:	10014  	  1000b  	  10010  	  1000c  	  10013  	  10011  	  10008  	  0  	  
Set	444:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	445:	10014  	  1000b  	  10010  	  1000c  	  10013  	  10008  	  0  	  0  	  
Set	446:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	447:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	448:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	449:	10014  	  1000b  	  10010  	  1000c  	  10013  	  37d  	  0  	  0  	  
Set	450:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	451:	10014  	  1000b  	  10010  	  1000c  	  10013  	  1000d  	  0  	  0  	  
Set	452:	10014  	  1000b  	  10010  	  1000c  	  10013  	  10008  	  0  	  0  	  
Set	453:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	454:	10014  	  1000b  	  10010  	  1000c  	  10013  	  1000d  	  0  	  0  	  
Set	455:	10014  	  1000b  	  10010  	  1000c  	  10000  	  10013  	  0  	  0  	  
Set	456:	1000f  	  1ec0c  	  10014  	  1000b  	  10010  	  1000c  	  10000  	  10013  	  
Set	457:	1ec0c  	  10014  	  1000b  	  10010  	  1000c  	  10000  	  10013  	  1000f  	  
Set	458:	1000f  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  
Set	459:	10014  	  10008 D	  1000b  	  10010  	  1000c  	  1ec0c  	  10013  	  0  	  
Set	460:	10014  	  1000b  	  10010  	  1000c  	  10011  	  10013  	  0  	  0  	  
Set	461:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	462:	1000f  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  
Set	463:	1000f  	  10014  	  1000b  	  10010  	  1000c  	  1ec0c  	  10013  	  0  	  
Set	464:	1000f  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  1ec0c  	  0  	  
Set	465:	1000f  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  
Set	466:	1000f  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  10008  	  0  	  
Set	467:	1000d  	  1000f  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  10008  	  
Set	468:	10014  	  1000b  	  10010  	  1000c  	  10013  	  1000f  	  0  	  0  	  
Set	469:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	470:	10014  	  1000b  	  10010  	  1000c  	  10013  	  1000f  	  10008  	  0  	  
Set	471:	10014  	  1000b  	  10010  	  1000c  	  10013  	  1ec0c  	  0  	  0  	  
Set	472:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	473:	1000f  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  10008  	  0  	  
Set	474:	10014  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  0  	  
Set	475:	10014  	  1000b  	  10010  	  1000c  	  10013  	  10008  	  0  	  0  	  
Set	476:	10014  	  1000d  	  1000f  	  1000b  	  10010  	  1000c  	  1ec0c  	  10013  	  
Set	477:	1000d  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  1ec0c  	  1000f  	  
Set	478:	1000f  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  1ec0c  	  108eb  	  
Set	479:	10014  	  1000b  	  10010  	  1000c  	  10013  	  1ec0c  	  37d  	  108eb  	  
Set	480:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	481:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	482:	10014  	  1000b  	  10010  	  1000c  	  10013  	  37d  	  0  	  0  	  
Set	483:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	484:	10014  	  1000b  	  10010  	  1000c  	  10013  	  10008  	  0  	  0  	  
Set	485:	10014  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  0  	  
Set	486:	10014  	  1000f  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  
Set	487:	10014  	  1000f  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  
Set	488:	1000f  	  10014  	  1000b  	  10010  	  1000c  	  108eb  	  37d  	  0  	  
Set	489:	1000f  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  
Set	490:	10014  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  0  	  
Set	491:	10014  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  0  	  
Set	492:	1000f  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  
Set	493:	1000f  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  
Set	494:	10014  	  1000b  	  10010  	  1000c  	  10013  	  37d  	  108e7  	  0  	  
Set	495:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	496:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	497:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	498:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	499:	10014  	  1000b  	  10010  	  1000c  	  10013  	  37d  	  0  	  0  	  
Set	500:	10011  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  
Set	501:	10011  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  
Set	502:	10011  	  1000f  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  
Set	503:	10011  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  
Set	504:	10011  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  
Set	505:	10011  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  37d  	  0  	  
Set	506:	10011  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  1000d  	  108eb  	  
Set	507:	10011  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  108eb  	  0  	  
Set	508:	10011  	  10014  	  1000b  	  10010  	  1000c  	  10013  	  37d  	  0  	  
Set	509:	10014  	  1000b  	  10010  	  1000c  	  10013  	  0  	  0  	  0  	  
Set	510:	10014  	  1000b  	  10010  	  1000c  	  10013  	  1000d  	  0  	  0  	  
Set	511:	10014  	  1000b  	  10010  	  1000c  	  10013  	  37d  	  0  	  0  	  
===== Simulation results (raw) =====
a. number of L1 reads:                 63640
b. number of L1 read misses:           544
c. number of L1 writes:                36360
d. number of L1 write misses:          2038
e. L1 miss rate:                       0.025820
f. number of L1 writebacks:            26
g. number of L1 prefetches:            0
h. number of L2 reads that did not originate from L1 prefetches:	2582
i. number of L2 read misses that did not originate from L1 prefetches:	2582
j. number of L2 reads that originated from L1 prefetches:		0
k. number of L2 read misses that originated from L1 prefetches:	0
l. number of L2 writes:		            26
m. number of L2 write misses:          0
n. L2 miss rate:                      1.000000
o. number of L2 writebacks:            0
p. number of L2 prefetches:	          0
q. total memory traffic:             2582
